Consumer_Email_Key,Consumer_Email_Last_Update_Source_System_Key,Consumer_Email_Last_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Key,Consumer_Email_Type_Code_Key,Consumer_Email_Record_Valid_From_Date,Consumer_Email_Record_Valid_To_Date,Consumer_Email_Address_Name,Consumer_Email_Current_Record_Indicator,Consumer_Email_Technical_Validity_Indicator,Consumer_Email_Opt_In_Opt_Out_Indicator,Consumer_Email_Opt_In_Opt_Out_Update_Date,Consumer_Email_Source_Last_Update_Date,Consumer_Email_Ip_Location_Name,Consumer_Email_Melissa_Result_Code,Consumer_Email_Melissa_Quality_Score_Code,Consumer_Email_Melissa_Deliverability_Confidence_Score_Number,Consumer_Email_Melissa_Privacy_Indicator,Consumer_Email_Last_Click_Timestamp,Consumer_Email_Subscription_Date,Consumer_Email_Record_Created_Timestamp,Consumer_Email_Record_Modified_Timestamp
648,40,640,3045788,833,2023-12-23,2023-12-30,leehannah@example.com,1,0,1,2023-11-01,2023-08-31,212.33.246.152,null,Valid,938,0,2022-02-17 00:00:00.000000,2022-03-10,2021-07-03 11:43:26.791186,2022-05-29 16:51:27.797908
269,766,319,3080264,730,2023-05-11,2023-08-04,dmaxwell@example.net,1,0,1,2021-05-05,2022-05-05,133.59.218.81,null,Suspicious,328,1,2022-10-17 00:00:00.000000,2021-09-09,2023-03-09 20:26:31.150854,2023-11-21 10:34:27.512718
525,998,785,3113282,961,2022-08-28,2023-12-22,katrinajones@example.net,1,1,1,2021-06-01,2021-05-09,89.237.6.27,null,Invalid,643,1,2023-05-28 00:00:00.000000,2023-12-07,2022-03-13 22:00:03.291805,2022-05-17 08:55:11.252711
303,529,141,3113788,869,2021-11-11,2022-04-28,bergpam@example.com,1,0,0,2022-11-20,2023-06-22,10.173.64.247,null,Valid,189,1,2021-07-13 00:00:00.000000,2021-05-25,2023-02-19 14:06:17.354539,2023-05-30 04:46:40.089148
78,17,678,3120111,466,2022-07-21,2022-12-23,chad43@example.org,1,0,0,2023-02-25,2023-10-24,195.92.157.212,null,Valid,545,1,2023-03-05 00:00:00.000000,2022-11-08,2023-05-07 12:22:03.213506,2023-08-17 07:03:33.596329
819,363,873,3146788,164,2023-12-15,2024-01-01,mcdonaldjohn@example.net,0,1,0,2022-02-24,2021-11-23,47.33.121.177,null,Valid,985,0,2021-10-05 00:00:00.000000,2023-03-29,2024-01-12 15:42:58.303923,2024-01-18 16:52:02.596542
808,203,712,3162329,802,2021-02-22,2023-09-08,colemandawn@example.net,1,1,1,2023-05-19,2023-06-18,109.35.25.120,null,Valid,59,0,2023-11-30 00:00:00.000000,2021-08-12,2023-07-28 21:57:58.560936,2023-12-14 15:28:11.492354
350,3,191,3166868,966,2023-03-05,2023-05-07,katrinahoffman@example.org,0,0,0,2022-03-25,2022-01-05,215.32.255.74,null,Valid,750,1,2022-08-27 00:00:00.000000,2022-11-17,2022-08-22 16:27:09.908843,2023-07-12 17:48:39.388639
804,832,281,3171990,284,2023-08-12,2023-09-26,williamsmith@example.com,0,0,0,2022-02-14,2023-11-09,144.61.96.12,null,Valid,758,0,2021-06-22 00:00:00.000000,2022-11-13,2023-11-18 21:41:23.297826,2024-01-12 03:05:06.055448
974,675,14,3173236,745,2022-08-25,2024-01-22,victor16@example.org,0,0,0,2023-10-19,2021-05-01,163.208.231.234,null,Valid,337,0,2023-06-05 00:00:00.000000,2022-04-28,2023-09-29 02:53:25.267054,2023-12-20 11:09:26.766004
120,311,513,3180089,466,2022-06-05,2023-09-30,ashley06@example.net,0,0,0,2021-09-22,2023-06-14,142.104.176.49,null,Valid,181,1,2021-05-03 00:00:00.000000,2022-03-04,2021-07-30 21:43:35.417868,2023-02-18 01:15:41.493620
965,258,944,3225545,21,2022-09-26,2023-12-28,megan34@example.net,0,0,1,2023-11-22,2022-09-11,199.212.46.96,null,Invalid,115,1,2022-05-16 00:00:00.000000,2024-01-05,2022-03-28 00:13:47.615623,2022-12-02 13:33:20.026929
337,819,794,3227881,260,2022-09-28,2023-02-11,blevinspatricia@example.org,0,1,0,2021-03-01,2022-03-11,24.18.202.244,null,Invalid,835,0,2021-06-03 00:00:00.000000,2022-06-27,2022-01-12 06:31:21.278915,2022-04-28 08:06:20.832418
880,90,688,3276744,102,2022-12-20,2023-05-24,xleonard@example.com,1,1,0,2021-09-13,2022-08-18,111.97.0.165,null,Invalid,162,1,2023-09-25 00:00:00.000000,2022-11-26,2023-11-12 11:34:35.302932,2023-12-25 20:50:49.054657
180,748,775,3279471,784,2021-04-29,2023-03-13,zjackson@example.org,1,0,1,2023-12-15,2022-08-08,91.69.155.232,null,Valid,663,1,2021-03-02 00:00:00.000000,2022-07-18,2022-04-15 08:43:35.723294,2022-11-11 21:48:54.753081
221,705,972,3304404,905,2021-12-30,2023-06-14,dennisfoster@example.net,1,0,1,2023-02-09,2022-02-14,50.0.85.52,null,Valid,895,0,2023-02-07 00:00:00.000000,2022-05-16,2023-12-29 15:54:21.504694,2024-01-18 04:59:30.800640
877,315,750,3318998,211,2021-09-02,2022-07-27,martinezalbert@example.com,1,1,1,2022-09-02,2021-03-17,218.18.32.121,null,Valid,440,1,2023-05-31 00:00:00.000000,2022-07-09,2023-06-09 02:52:10.990544,2023-11-14 17:40:35.028286
830,989,543,3331029,862,2021-07-22,2023-08-15,lauraallison@example.net,1,0,0,2021-11-06,2021-06-11,46.63.84.246,null,Valid,816,0,2023-10-07 00:00:00.000000,2021-08-02,2021-07-07 01:31:23.878191,2022-10-05 09:43:07.757762
703,587,499,3331820,458,2023-07-06,2023-07-07,cmorrison@example.net,0,0,1,2023-12-21,2022-05-16,164.99.175.239,null,Valid,498,0,2023-08-29 00:00:00.000000,2023-04-22,2023-11-18 21:03:25.948575,2023-11-30 19:05:09.037566
445,49,92,3343423,942,2021-09-28,2021-10-09,kwalker@example.com,1,1,1,2023-02-12,2024-01-14,100.187.103.130,null,Valid,695,0,2023-08-16 00:00:00.000000,2021-12-26,2021-11-26 08:52:39.803379,2024-01-19 03:53:40.642992
874,181,768,3344997,85,2023-01-17,2023-11-03,angelasmith@example.com,1,0,1,2022-04-15,2022-04-08,61.223.148.19,null,Valid,963,1,2023-11-02 00:00:00.000000,2022-11-06,2022-04-04 21:28:33.627079,2023-03-17 20:49:07.587070
942,90,484,3358207,448,2023-12-05,2024-01-15,charlesgreen@example.com,1,0,1,2023-05-31,2021-08-20,175.174.133.205,null,Valid,64,1,2021-11-26 00:00:00.000000,2021-05-01,2023-11-12 10:37:49.372063,2023-12-13 20:05:18.080928
395,6,778,3360854,319,2022-11-30,2023-11-03,angela73@example.com,1,1,1,2022-09-22,2023-05-24,212.53.87.253,null,Valid,189,0,2023-01-20 00:00:00.000000,2021-05-13,2022-11-18 15:17:17.980118,2023-03-29 02:51:47.072487
677,368,594,3361778,755,2023-03-21,2023-05-10,ubennett@example.net,0,1,1,2022-07-06,2022-05-06,54.124.223.250,null,Valid,115,0,2021-06-30 00:00:00.000000,2023-07-15,2023-06-04 02:11:04.718411,2023-11-06 17:59:12.342883
543,16,595,3368211,805,2022-11-28,2023-02-12,ctaylor@example.net,1,0,1,2021-09-23,2022-06-15,80.84.68.244,null,Invalid,117,0,2023-02-18 00:00:00.000000,2022-10-19,2021-09-16 00:34:07.527264,2023-04-18 18:51:21.604527
377,495,773,3385208,767,2022-02-09,2022-08-21,lawrencelaura@example.net,0,1,0,2023-05-18,2021-12-07,174.61.4.203,null,Valid,820,0,2023-10-01 00:00:00.000000,2022-01-16,2023-03-19 20:32:00.720378,2023-11-15 08:05:35.074156
413,368,769,3391421,894,2022-12-28,2023-03-31,willisrichard@example.net,1,1,1,2022-05-19,2024-01-18,219.17.192.188,null,Valid,122,0,2022-07-10 00:00:00.000000,2022-05-11,2021-08-16 14:30:14.648592,2023-07-04 06:44:03.002986
460,185,765,3405833,431,2022-01-29,2022-04-13,dromero@example.org,0,1,1,2021-02-07,2021-08-26,15.218.43.157,null,Invalid,528,1,2022-01-21 00:00:00.000000,2023-03-16,2022-06-30 01:57:12.069833,2023-03-09 07:50:14.173027
327,621,285,3407603,358,2023-03-01,2023-07-07,mariojensen@example.net,1,0,0,2023-06-11,2022-07-20,93.244.163.217,null,Valid,518,0,2023-06-12 00:00:00.000000,2023-07-13,2022-10-24 05:04:25.154716,2023-12-18 20:28:26.895203
718,206,802,3412647,961,2021-09-19,2023-05-24,amandaanderson@example.net,0,1,1,2021-07-25,2023-10-21,121.241.209.5,null,Valid,884,0,2021-06-01 00:00:00.000000,2023-10-08,2022-10-13 19:46:36.900307,2022-11-10 07:18:23.290121
566,154,554,3443294,399,2021-04-26,2021-08-20,mosessamuel@example.org,1,0,1,2023-12-29,2021-08-26,119.178.166.150,null,Valid,494,0,2023-07-23 00:00:00.000000,2023-08-22,2021-06-23 01:46:07.560444,2022-02-22 15:16:47.174365
694,848,140,3444366,658,2021-10-30,2022-06-05,simmonskelly@example.org,1,1,1,2021-07-06,2022-05-26,157.100.195.45,null,Invalid,427,0,2022-01-16 00:00:00.000000,2022-05-23,2021-03-11 02:28:10.386286,2023-09-21 22:21:35.527604
31,921,742,3449933,10,2023-03-21,2023-07-26,barkerjack@example.org,0,0,0,2022-10-25,2023-05-23,87.200.36.224,null,Invalid,187,0,2023-11-24 00:00:00.000000,2023-06-23,2022-05-20 13:44:14.288443,2023-10-01 09:17:53.467280
876,224,782,3450777,321,2023-04-16,2023-05-13,kmccall@example.net,1,1,0,2022-11-06,2021-04-23,222.94.139.45,null,Valid,937,1,2022-06-26 00:00:00.000000,2023-03-16,2022-03-26 05:59:18.346164,2022-10-28 00:20:07.234379
451,135,14,3451094,245,2021-10-11,2022-08-06,vargasjoshua@example.com,1,0,1,2022-06-30,2023-06-30,223.64.112.244,null,Valid,722,1,2021-10-25 00:00:00.000000,2022-03-23,2023-05-08 03:40:39.549140,2023-11-26 12:42:05.034242
805,919,816,3452362,957,2021-02-12,2021-07-15,orichardson@example.net,1,0,1,2021-03-05,2022-04-18,101.172.178.47,null,Valid,855,1,2023-01-16 00:00:00.000000,2021-10-07,2023-03-23 06:02:35.405083,2023-12-06 17:42:52.611727
659,510,324,3467148,408,2023-12-02,2024-01-07,fsmith@example.net,1,0,0,2021-09-02,2023-12-15,7.93.201.134,null,Valid,413,0,2021-11-27 00:00:00.000000,2023-08-28,2021-01-28 02:43:17.666126,2021-11-13 15:25:03.414609
670,22,951,3468956,603,2021-09-24,2023-10-04,griffinlori@example.net,0,1,0,2021-04-14,2021-10-31,146.240.33.168,null,Valid,971,0,2023-07-10 00:00:00.000000,2021-12-19,2022-02-16 14:03:27.361273,2022-09-16 13:21:48.229098
752,404,1,3469712,970,2021-10-07,2023-09-19,shannon69@example.org,1,0,0,2021-03-06,2021-12-21,25.12.168.153,null,Invalid,774,0,2021-04-29 00:00:00.000000,2023-02-07,2022-04-21 17:11:53.343146,2023-06-21 03:28:34.968076
439,224,870,3472320,619,2021-06-30,2022-04-01,lancehernandez@example.com,0,0,0,2022-12-27,2022-10-23,211.68.51.81,null,Valid,734,0,2022-12-16 00:00:00.000000,2022-07-12,2022-01-10 00:40:46.159296,2022-08-29 19:36:42.613762
710,103,219,3489017,71,2023-06-28,2023-11-21,jeffrey88@example.com,1,1,0,2022-09-04,2023-04-16,19.230.237.232,null,Valid,849,1,2021-05-20 00:00:00.000000,2022-09-09,2023-08-23 21:22:18.584061,2024-01-06 03:25:43.800379
999,615,647,3489623,916,2022-04-13,2022-05-26,zsalinas@example.net,0,1,0,2022-04-13,2023-11-15,112.201.191.86,null,Valid,240,1,2022-11-19 00:00:00.000000,2021-09-27,2021-02-02 22:46:23.500071,2022-12-25 06:37:43.866380
274,106,613,3497050,356,2022-09-15,2022-12-09,ivega@example.org,0,1,1,2023-11-20,2023-11-05,4.14.19.66,null,Valid,92,0,2022-10-02 00:00:00.000000,2022-11-21,2021-05-06 15:49:38.199666,2021-06-02 22:22:09.934086
601,968,721,3509339,247,2023-09-05,2023-09-18,traceypierce@example.net,1,1,0,2022-03-22,2022-06-21,218.12.149.121,null,Valid,170,0,2021-12-05 00:00:00.000000,2023-12-11,2022-07-22 23:54:57.231120,2023-06-22 04:28:30.002685
829,81,950,3520319,625,2022-05-10,2023-03-15,tuckerlisa@example.com,0,1,0,2023-02-02,2023-08-05,53.16.209.219,null,Valid,72,0,2022-02-16 00:00:00.000000,2023-02-14,2021-10-27 23:51:37.390421,2022-08-27 02:23:11.079370
83,758,928,3528738,269,2021-07-11,2021-11-23,stephen12@example.net,1,0,0,2022-01-26,2022-10-07,170.118.67.202,null,Valid,261,0,2022-02-19 00:00:00.000000,2021-03-06,2021-11-06 17:59:05.016597,2023-05-31 18:44:58.325999
980,411,527,3533458,482,2021-06-06,2023-03-28,stephen22@example.net,1,0,0,2022-06-30,2021-06-08,88.246.53.171,null,Valid,726,1,2023-05-20 00:00:00.000000,2022-06-26,2023-10-17 00:06:13.938352,2024-01-17 15:20:24.975977
101,209,149,3534615,639,2021-05-23,2023-10-06,marcus07@example.org,1,1,1,2023-05-24,2023-06-28,89.221.130.63,null,Valid,516,0,2022-06-06 00:00:00.000000,2022-03-04,2023-11-19 09:35:24.026211,2024-01-04 04:48:00.415057
322,909,36,3539208,54,2023-06-14,2023-08-20,lochoa@example.com,1,0,1,2023-03-12,2021-11-12,191.250.228.177,null,Valid,662,0,2023-10-07 00:00:00.000000,2022-07-20,2022-09-22 22:11:32.025805,2022-12-31 09:59:00.535532
313,319,687,3557042,789,2022-09-21,2023-12-22,butlerrandy@example.com,1,1,1,2021-06-22,2023-12-18,31.141.219.35,null,Valid,691,0,2022-08-11 00:00:00.000000,2023-07-21,2022-01-04 01:43:37.777929,2023-11-19 19:02:47.075311
994,678,762,3558821,455,2023-08-19,2023-09-18,reneelong@example.com,1,1,1,2023-07-19,2022-06-22,141.155.44.44,null,Valid,678,1,2022-10-24 00:00:00.000000,2023-11-30,2021-10-12 11:34:21.719463,2022-03-27 06:44:37.906476
453,986,963,3559442,374,2022-06-26,2023-06-06,victoria32@example.com,0,0,0,2023-12-24,2023-07-12,16.39.185.220,null,Valid,5,1,2023-05-02 00:00:00.000000,2024-01-22,2023-01-16 02:13:53.339928,2023-06-13 05:45:48.610445
4,389,799,3561702,530,2021-10-16,2022-08-28,samantha07@example.net,1,0,1,2021-11-12,2021-04-13,49.101.99.141,null,Valid,964,0,2022-11-16 00:00:00.000000,2023-11-15,2023-04-06 22:38:47.003027,2023-10-10 13:36:13.281237
69,874,604,3564980,745,2022-01-27,2022-09-10,eric00@example.org,0,0,1,2022-03-11,2022-06-30,185.160.45.81,null,Invalid,934,0,2023-12-19 00:00:00.000000,2021-04-27,2022-04-07 09:13:53.040613,2022-06-09 15:44:49.262117
496,626,412,3567239,341,2021-07-09,2021-12-25,peter23@example.net,1,0,0,2023-01-12,2023-01-31,87.177.134.41,null,Valid,23,1,2022-12-06 00:00:00.000000,2021-12-21,2023-09-27 23:03:38.377682,2023-10-10 03:03:54.554780
501,449,463,3574086,245,2022-11-17,2023-03-19,michaelevans@example.org,0,1,1,2022-07-29,2021-05-19,77.141.160.89,null,Valid,766,0,2021-04-19 00:00:00.000000,2022-10-13,2022-05-24 20:46:44.924363,2023-08-21 01:38:16.181894
849,897,922,3582698,120,2023-01-26,2023-09-01,patelpatricia@example.net,1,1,0,2021-09-14,2021-04-16,202.206.185.82,null,Invalid,690,1,2023-08-07 00:00:00.000000,2022-11-18,2021-10-29 16:02:15.574772,2023-01-24 18:52:55.680023
545,856,224,3598216,326,2023-10-23,2024-01-13,jennifercooper@example.net,0,0,1,2022-08-17,2023-10-28,223.61.201.135,null,Invalid,427,1,2024-01-04 00:00:00.000000,2023-08-30,2022-04-27 18:28:46.017915,2022-12-27 21:40:53.698177
132,101,414,3622352,260,2022-12-09,2023-01-20,brandon24@example.net,0,0,1,2021-12-06,2021-07-14,76.104.221.173,null,Valid,938,0,2022-01-17 00:00:00.000000,2022-09-23,2021-08-04 11:48:54.940104,2022-07-23 07:56:09.300092
228,679,37,3632782,472,2023-03-23,2023-10-13,obrooks@example.com,0,1,0,2023-06-27,2021-04-21,100.243.226.198,null,Invalid,126,1,2021-07-03 00:00:00.000000,2022-08-16,2021-12-19 05:10:35.989000,2023-05-30 07:51:38.138390
167,16,5,3638316,225,2022-04-27,2022-11-27,taralynn@example.com,0,1,1,2022-10-13,2022-05-28,182.59.15.90,null,Suspicious,902,1,2022-07-11 00:00:00.000000,2021-04-14,2024-01-01 06:04:57.805883,2024-01-07 12:31:28.977008
57,819,284,3639809,277,2022-01-15,2022-05-22,stephanie70@example.org,0,1,1,2021-02-27,2021-12-20,94.53.109.115,null,Valid,262,1,2022-12-14 00:00:00.000000,2021-06-16,2021-05-20 04:06:47.244529,2021-09-25 20:23:53.201444
205,197,389,3641103,657,2023-09-05,2023-10-14,kylecox@example.net,0,1,0,2021-04-08,2023-11-08,117.40.0.109,null,Valid,341,0,2023-10-03 00:00:00.000000,2021-06-19,2021-05-09 09:37:56.270123,2023-01-30 10:47:45.152540
802,489,967,3645099,820,2022-02-06,2022-05-03,xruiz@example.net,0,0,0,2023-11-27,2022-04-30,162.217.117.66,null,Valid,936,1,2022-02-20 00:00:00.000000,2021-07-07,2023-09-21 05:27:33.500476,2023-10-06 05:29:39.979361
248,597,251,3649330,983,2021-03-24,2023-04-22,lowejonathan@example.net,0,0,1,2022-06-06,2022-10-16,93.252.211.75,null,Valid,97,0,2022-04-05 00:00:00.000000,2021-09-18,2022-05-08 10:39:45.776207,2023-12-27 07:01:11.660170
487,12,900,3654637,985,2023-07-20,2023-12-07,cooperchristina@example.com,1,0,1,2023-11-04,2021-03-30,125.114.124.22,null,Valid,553,1,2021-06-20 00:00:00.000000,2023-08-06,2021-02-21 03:47:47.207427,2023-03-16 02:26:03.397159
549,44,650,3665896,892,2023-07-26,2023-09-22,charles60@example.net,1,1,0,2022-04-15,2022-06-20,82.140.243.218,null,Valid,755,1,2021-01-31 00:00:00.000000,2021-08-21,2021-12-09 23:06:50.314295,2022-05-31 14:24:42.365610
686,425,473,3678498,542,2023-07-23,2023-10-30,johnpayne@example.com,0,0,0,2022-11-06,2021-09-26,123.182.249.85,null,Invalid,759,0,2022-01-01 00:00:00.000000,2021-12-28,2022-01-31 18:49:13.876732,2023-08-08 16:40:33.701118
301,854,932,3688446,34,2021-02-01,2022-04-30,dsmith@example.org,0,1,0,2023-01-15,2022-09-15,149.248.132.113,null,Invalid,347,0,2023-10-26 00:00:00.000000,2021-09-28,2021-02-04 13:51:52.564713,2022-03-15 16:49:04.465166
577,861,420,3697668,241,2022-05-19,2023-10-30,sjohnson@example.net,0,1,0,2023-02-17,2022-07-23,22.177.146.5,null,Valid,524,1,2022-01-18 00:00:00.000000,2021-04-17,2023-10-18 21:01:31.231309,2023-12-02 18:21:22.954181
403,260,25,3713033,366,2022-02-04,2023-01-27,sarahanderson@example.com,0,1,1,2023-11-17,2021-02-06,199.132.73.188,null,Valid,305,0,2023-02-10 00:00:00.000000,2023-05-23,2021-06-30 17:36:10.083406,2023-02-09 11:16:10.766773
220,153,867,3771019,308,2022-12-28,2023-09-08,ahoward@example.org,0,0,1,2023-02-16,2022-12-02,153.31.143.223,null,Valid,605,0,2022-07-03 00:00:00.000000,2023-01-04,2021-11-25 09:27:14.410600,2023-09-21 07:05:43.742653
751,952,273,3781755,611,2021-11-27,2023-05-06,stephenlewis@example.net,0,1,0,2021-04-16,2023-06-30,192.135.145.112,null,Valid,848,1,2021-03-06 00:00:00.000000,2023-04-16,2023-05-13 01:20:34.955714,2023-10-10 21:25:52.110307
936,518,690,3800484,207,2022-06-05,2023-02-15,utorres@example.net,0,1,0,2021-07-04,2023-08-28,57.109.130.71,null,Invalid,65,0,2024-01-04 00:00:00.000000,2021-02-20,2023-04-11 10:15:50.093705,2023-12-28 14:33:34.090610
464,79,87,3805476,860,2023-01-04,2023-04-21,nedwards@example.com,1,0,1,2022-08-04,2022-08-10,174.85.126.121,null,Invalid,467,1,2023-05-14 00:00:00.000000,2022-03-11,2021-10-30 06:51:40.693876,2023-02-24 13:42:39.693583
225,470,13,3813704,307,2022-11-14,2023-11-25,andrew02@example.com,1,0,0,2021-04-10,2023-09-20,69.172.153.48,null,Valid,972,0,2023-11-22 00:00:00.000000,2023-06-04,2023-09-23 12:59:34.308151,2024-01-10 03:50:18.011765
270,275,668,3821626,825,2023-08-06,2023-12-27,paulamanda@example.org,0,0,1,2023-10-09,2022-07-05,122.167.157.255,null,Valid,988,0,2023-08-01 00:00:00.000000,2023-11-04,2021-02-28 06:29:55.488410,2021-04-01 14:01:27.156334
806,971,557,3822480,957,2023-09-07,2023-09-26,denise42@example.com,1,1,0,2021-03-10,2021-04-12,120.203.0.185,null,Valid,532,0,2021-04-24 00:00:00.000000,2023-11-28,2021-10-21 20:20:28.806516,2022-09-01 22:17:19.574591
662,415,929,3826639,300,2023-12-13,2023-12-27,andrew95@example.net,0,1,1,2022-01-24,2023-07-09,105.90.97.246,null,Valid,274,1,2023-11-11 00:00:00.000000,2021-03-21,2021-02-09 11:47:58.699590,2023-06-06 03:30:08.290372
855,357,957,3848508,214,2023-11-22,2024-01-20,jose70@example.org,1,1,1,2021-04-03,2021-10-03,93.36.135.236,null,Valid,568,0,2021-03-04 00:00:00.000000,2023-11-16,2021-08-22 14:35:15.600173,2023-01-01 10:03:10.042682
941,72,860,3858110,542,2021-04-21,2022-11-19,woodalexander@example.com,1,1,0,2022-01-08,2021-11-25,22.101.173.57,null,Valid,678,1,2022-05-28 00:00:00.000000,2022-04-19,2022-02-04 04:52:35.285342,2023-04-02 16:19:55.633027
818,312,100,3913125,142,2021-11-01,2023-07-13,lbriggs@example.org,1,0,1,2022-03-30,2021-02-24,119.6.231.1,null,Valid,225,0,2023-02-28 00:00:00.000000,2021-10-03,2023-04-11 09:22:38.712678,2023-10-19 13:46:25.893021
21,934,947,3937684,406,2022-04-20,2023-04-11,michelle24@example.org,0,0,0,2022-05-21,2021-03-07,19.227.63.181,null,Valid,549,1,2022-03-01 00:00:00.000000,2022-03-29,2022-03-16 11:36:49.413072,2023-04-03 20:58:41.359222
926,370,712,3970836,132,2021-12-29,2022-07-04,daniel85@example.net,0,0,0,2022-04-26,2022-07-10,214.171.6.152,null,Valid,631,1,2022-08-08 00:00:00.000000,2023-08-10,2022-04-01 11:54:23.322218,2022-07-07 00:09:33.849539
485,663,992,3980686,22,2021-07-03,2022-05-04,elizabethross@example.com,0,1,0,2022-01-22,2021-05-23,82.96.36.236,null,Valid,739,0,2022-06-14 00:00:00.000000,2022-09-04,2023-03-05 12:55:41.442410,2023-08-06 06:22:30.986561
265,500,194,3985812,462,2023-06-10,2023-10-21,jmartinez@example.com,0,1,0,2023-01-23,2021-12-12,205.31.224.49,null,Valid,134,0,2021-07-21 00:00:00.000000,2022-11-28,2023-02-08 21:58:58.162481,2023-09-19 09:44:47.112676
679,17,106,3989635,484,2023-08-25,2023-12-12,hodgejoseph@example.org,1,1,0,2021-05-27,2023-04-26,93.124.3.32,null,Valid,232,1,2021-03-12 00:00:00.000000,2023-09-10,2023-03-10 19:17:10.260756,2023-03-14 16:58:34.709988
915,742,378,4013958,601,2022-03-03,2022-12-05,qjames@example.org,0,1,0,2022-01-07,2023-01-24,164.243.129.208,null,Valid,189,0,2022-08-21 00:00:00.000000,2021-09-12,2021-10-14 02:32:33.160658,2023-12-29 09:43:32.712682
633,389,368,4028564,3,2023-10-13,2023-11-28,oliversusan@example.net,0,0,0,2021-04-11,2023-11-18,206.77.115.95,null,Invalid,190,0,2023-07-08 00:00:00.000000,2021-09-19,2021-06-08 18:16:42.331660,2021-07-18 23:08:11.995074
240,574,404,4058927,962,2021-12-16,2022-12-23,brian44@example.org,1,1,1,2021-06-06,2022-12-13,214.220.209.105,null,Suspicious,908,1,2023-08-15 00:00:00.000000,2023-11-03,2022-06-12 03:43:54.744905,2023-09-26 14:17:05.661567
329,175,294,4091194,629,2023-01-14,2023-10-22,emiller@example.com,1,1,1,2021-04-30,2023-10-04,13.146.141.127,null,Suspicious,904,0,2023-11-17 00:00:00.000000,2022-03-22,2023-11-23 18:59:15.056780,2023-12-30 05:35:38.908497
332,870,177,4094606,176,2021-06-14,2022-10-12,joshua96@example.net,0,0,1,2022-10-12,2021-07-21,37.104.33.75,null,Invalid,6,1,2021-12-11 00:00:00.000000,2023-08-28,2021-02-28 11:55:01.798637,2022-01-13 09:32:12.799495
522,503,826,4103771,224,2022-09-23,2023-06-30,michael46@example.com,0,0,0,2022-09-20,2023-08-20,171.216.157.210,null,Valid,317,1,2023-09-03 00:00:00.000000,2023-11-25,2023-12-17 17:59:48.699260,2024-01-07 05:51:11.313111
436,95,557,4109724,727,2023-07-18,2024-01-08,adamfrye@example.com,1,0,0,2021-02-23,2022-02-19,218.35.107.9,null,Valid,138,0,2023-05-19 00:00:00.000000,2023-07-23,2022-01-03 23:38:12.829578,2023-03-19 03:37:41.668205
77,636,343,4136053,533,2023-04-23,2024-01-24,johnsonjennifer@example.net,1,1,1,2022-09-06,2023-12-12,207.87.28.88,null,Valid,604,1,2022-07-24 00:00:00.000000,2021-11-27,2021-02-07 13:55:03.377108,2023-06-22 17:12:57.027295
734,550,210,4144857,726,2023-03-16,2023-04-11,colemichelle@example.com,0,0,1,2021-02-05,2021-03-13,53.70.93.241,null,Valid,961,1,2022-10-23 00:00:00.000000,2024-01-16,2022-06-28 08:57:19.165951,2023-09-16 23:39:24.101482
635,283,917,4150897,415,2023-04-08,2023-11-14,melissa34@example.org,1,0,1,2021-04-12,2023-12-05,197.26.83.159,null,Valid,402,1,2023-09-05 00:00:00.000000,2021-04-14,2023-09-30 03:29:55.053742,2023-11-08 08:55:16.599704
583,805,588,4162961,73,2022-07-16,2023-06-05,curryeric@example.com,1,1,1,2023-06-30,2023-09-18,51.21.35.208,null,Valid,625,1,2021-12-21 00:00:00.000000,2023-05-17,2022-02-28 18:38:33.035911,2022-12-26 22:15:46.899917
979,102,389,4176901,797,2023-12-22,2024-01-12,wyattallen@example.com,0,0,1,2024-01-21,2023-04-10,118.75.174.110,null,Valid,467,0,2022-07-06 00:00:00.000000,2023-10-24,2023-07-30 07:30:57.264765,2023-09-09 22:47:16.607212
245,181,973,4181218,629,2021-12-04,2022-05-12,alexandraromero@example.com,1,1,0,2023-03-10,2023-10-15,40.154.9.24,null,Valid,890,1,2021-07-13 00:00:00.000000,2022-08-01,2021-04-20 16:44:35.283406,2024-01-14 18:58:43.666546
152,568,953,4196841,663,2021-11-07,2023-02-15,laceypetty@example.org,0,1,0,2021-01-29,2023-08-17,57.39.23.236,null,Valid,226,1,2021-03-09 00:00:00.000000,2022-08-19,2023-06-01 01:09:59.108438,2023-11-26 13:18:04.025261
